TRU,START_DATE,END_DATE,STATUS_DESCRIPTION,STREET_ACTIVITY,PREMISE_NO,STREET_NAME,BOROUGH,ZIP_CODE,FACILITY_AKA,FACILITY_TYPE,BIN,BLOCK,LOT,CROSS_STREET_ON,CROSS_STREET_BETWEEN,CROSS_STREET_AND,BUILDING_OWNER_NAME,CONTRACTOR_NAME,AIR_MONITOR_NAME,ENTIRE_FLOOR,FLOOR,SECTION,ACM_TYPE,ACM_AMOUNT,ACM_UNIT,ABATEMENT_TYPE,PROCEDURE_NAME,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BBL,NTA
TRU0597BK23,04/07/2023 12:00:00 AM,03/29/2024 12:00:00 AM,Postponed,No,617,East 108th Street,Brooklyn,11236,"NYCHA Breukelen, Bld. #23 - Contract RF1625124",Residence,3331298,08158,0001,,,,New York City Housing Authority (NYCHA),"Belgrave Enterprises, Limited Liability Company",Genesis Environmental Consultants Inc.,No,5TH,Exterior Façade  Elevation #1 - 24,Contaminated with ACM Caulking,30,Square Feet,Removal,Exterior Vertical Surface,40.651682,-73.895626,18,42,982,3081580001,Canarsie
TRU1185QN24,01/08/2025 12:00:00 AM,10/31/2025 12:00:00 AM,Postponed,No,50-14,31st Avenue,Queens,11377,"NYCHA 2413067 Woodside, Bld. #5",Residence,4431005,00738,0050,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,"Airtek Environmental, LLC",No,2,"Exterior Facade - Elevations #19, 21",Tar / Flashing at Lintel,5,Square Feet,Removal,Exterior Vertical Surface,40.757312,-73.908534,1,26,163,4007380050,Astoria
TRU0147BX25,03/04/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,3603,3rd Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #6",Residence,2092082,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,11,Exterior Facade - Elevations #2,Tar / Flashing at Spandrel Beam,3,Square Feet,Removal,Exterior Vertical Surface,40.83308,-73.904809,3,16,14701,2029100001,Claremont-Bathgate
TRU2461BK24,02/12/2025 12:00:00 AM,12/12/2025 12:00:00 AM,Postponed,No,429,Dumont Avenue,Brooklyn,11212,"NYCHA ,Van Dyke, Bld. #17",Residence,3328046,03777,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,6,Exterior Façade Elevation #5,Lintel as ACM,5,Square Feet,Removal,Exterior Vertical Surface,40.664999,-73.903311,16,41,910,3037770001,Brownsville
TRU0280BK20,04/13/2020 12:00:00 AM,02/12/2021 12:00:00 AM,Postponed,No,45,Fleet Walk,Brooklyn,11201,"NYCHA Ingersoll Houses, Bldg. 29, BW1832266",Residence,3257035,02050,0001,,,,New York City Housing Authority (NYCHA),"S & N Builders, Inc.","Warren & Panzer, Engineers, P.C.",No,Roof,Parapet Wall,"ACM Mastic / Flashing, Brick and Top Floor Lintel",920,Square Feet,Removal,Exterior Vertical Surface,40.694687,-73.981713,2,35,15,3020500001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU2763MN24,12/02/2024 12:00:00 AM,11/12/2025 12:00:00 AM,Postponed,No,43,Stanton Street,Manhattan,10002,LES 1 Infill-Bldg 2,Residence,1077629,00421,0052,,,,New York City Housing Authority (NYCHA),"Atco Contracting Group, Inc.","Airtek Environmental, LLC",No,Roof,Main Roof,Roofing Composite/Roll-Out Repair/Gravel Stop,6235,Square Feet,Removal,Exterior Foam,40.722152,-73.990844,3,1,3601,1004210052,Chinatown
TRU0147BX25,03/04/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,3603,3rd Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #6",Residence,2092082,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,15,Exterior Facade - Elevations #7,Bricks Contam. with ACM Tar / Flashing at Spandrel,2,Square Feet,Removal,Exterior Vertical Surface,40.83308,-73.904809,3,16,14701,2029100001,Claremont-Bathgate
TRU0148BX25,02/26/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1372,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #9",Residence,2092085,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,20,Exterior Facade - Elevations #3,Bricks Contaminated with ACM Tar / Flashing,73,Square Feet,Removal,Exterior Vertical Surface,40.834554,-73.905063,3,16,14701,2029100001,Claremont-Bathgate
TRU0267BK25,02/27/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,60,Glenmore Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #6",Residence,3348343,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,12,Exterior Facade - Elevations #10 - 12,Tar / Flashing at Lintel,10,Square Feet,Removal,Exterior Vertical Surface,40.671261,-73.908937,16,41,906,3034890001,Brownsville
TRU3057MN24,01/30/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,195,Nagle Avenue,Manhattan,10034,Dyckman Houses  Bldg.#3,Residence,1080029,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,9,Exterior Façade Elevation # 7,Contaminated Brick as ACM,18,Square Feet,Removal,Exterior Vertical Surface,40.861982,-73.92365,12,10,299,1022160001,Marble Hill-Inwood
TRU3093MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,220,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 12,Residence,1081514,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,8th,Apt. 8D/E - Kitchen,Concealed Vertical Pipe Insulation,10,Linear Feet,Removal,Tent,40.813142,-73.946537,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU0848BK23,06/05/2023 12:00:00 AM,04/29/2024 12:00:00 AM,Postponed,No,330,Dumont Avenue,Brooklyn,11212,"Tilden Houses, Bldg #2",Residence,3326543,03576,0001,,,,New York City Housing Authority (NYCHA),"Empire Control Abatement, Inc.",Genesis Environmental Consultants Inc.,No,6,Apartment C,Floor tile and mastic,4,Square Feet,Removal,DEP Variance,40.664292,-73.907984,16,41,912,3035760001,Brownsville
TRU2945MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,95,Old Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084130,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,7th,East Façade,Exterior Window Frame Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.818146,-73.955374,9,7,219,1019840001,Manhattanville
TRU2261BK24,02/04/2025 12:00:00 AM,11/11/2025 12:00:00 AM,Postponed,No,470,DeKalb Avenue,Brooklyn,11205,"NYCHA -Lafayette Houses, Bld. #3",Residence,3346319,01938,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,4,Exterior Façade Elevation #6,Contaminated Brick as ACM,27,Square Feet,Removal,Exterior Vertical Surface,40.690588,-73.958131,3,35,233,3019380001,Bedford
TRU0272BK25,02/21/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1548,East New York Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #3",Residence,3339433,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,6,Exterior Facade - Elevations #1 - 4,Window Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.672152,-73.911145,16,41,906,3034890001,Brownsville
TRU0597BK23,04/07/2023 12:00:00 AM,03/29/2024 12:00:00 AM,Postponed,No,617,East 108th Street,Brooklyn,11236,"NYCHA Breukelen, Bld. #23 - Contract RF1625124",Residence,3331298,08158,0001,,,,New York City Housing Authority (NYCHA),"Belgrave Enterprises, Limited Liability Company",Genesis Environmental Consultants Inc.,No,2ND,Exterior Façade  Elevation #1 - 24,ACM Tar / Flashing at Spandrel Beam,312,Square Feet,Removal,Exterior Vertical Surface,40.651682,-73.895626,18,42,982,3081580001,Canarsie
TRU1380BX24,11/25/2024 12:00:00 AM,10/16/2025 12:00:00 AM,Postponed,No,1720,Watson Avenue,Bronx,10472,"NYCHA Sotomayor Houses , Bld. #10",Residence,2092793,03723,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,Roof,Parapet Wall,Waterproofing /Coping joint Mastic,1350,Square Feet,Removal,Exterior Vertical Surface,40.827279,-73.869258,9,18,44,2037230001,Soundview-Bruckner
TRU3055MN24,02/07/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,213,Nagle Avenue,Manhattan,10034,Dyckman Houses Bldg.#5,Residence,1080031,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,13,"Exterior Façade Elevations #21,22",Contaminated Window Sill as ACM,9,Square Feet,Removal,Exterior Vertical Surface,40.862251,-73.922916,12,10,299,1022160001,Marble Hill-Inwood
TRU1814BK19,12/05/2019 12:00:00 AM,10/26/2020 12:00:00 AM,Postponed,No,3018,West 24th Street,Brooklyn,11224,Haber Houses Bldg 2(AKA 3020 &3024 West 24th St),Residence,3322050,07070,0001,,,,New York City Housing Authority (NYCHA),"New York Environmental Systems, Inc.",Airtek Environmental Corp.,No,1st,Community Center Roof,Build up roofing,1200,Square Feet,Removal,Exterior Foam,40.573368,-73.990673,13,47,352,3070700001,Seagate-Coney Island
TRU1361QN23,11/21/2023 12:00:00 AM,11/08/2024 12:00:00 AM,Postponed,No,21-01,36 Avenue,Queens,11106,NYCHA Ravenswood Houses#19 (RFQ315844),Residence,4430707,00335,0002,,,,New York City Housing Authority (NYCHA),Vestar Inc.,Airtek Environmental Corp.,No,BSMT,Interior - Tank Room,Gasket Material,5,Square Feet,Removal,Tent,40.759826,-73.93665,1,26,47,4003350002,Astoria
TRU0267BK25,02/27/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,60,Glenmore Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #6",Residence,3348343,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,10,Exterior Facade - Elevations #1 - 3,Window Sills Contaminated with ACM Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.671261,-73.908937,16,41,906,3034890001,Brownsville
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,3rd,North Façade,Lintel Tar,4,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,4th,South Façade,Exterior Window Frame Caulking,18,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU0146BX25,02/27/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,3673,3rd Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #10",Residence,2092079,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,13,"Exterior Facade - Elevations #4,6",Window Sills Contaminated with ACM Caulking,2,Square Feet,Removal,Exterior Vertical Surface,40.834833,-73.903646,3,16,14701,2029100001,Claremont-Bathgate
TRU1300BX24,09/26/2024 12:00:00 AM,09/18/2025 12:00:00 AM,Postponed,No,3071,Park Avenue,Bronx,10451,NYCHA Morrisania Air Rights Bldg 1,Residence,2102829,02420,9020,,,,New York City Housing Authority (NYCHA),"Abatement Unlimited, Inc.","Sound Environmental Associates, LLC",No,5,Elevator B Lobby,VAT & Mastic,5,Square Feet,Removal,DEP Variance,40.8227,-73.919417,4,16,173,2024209020,East Concourse-Concourse Village
TRU3094MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,260,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 10,Residence,1081512,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,1st,Apt. 1C - Kitchen,Concealed Vertical Pipe Insulation,10,Linear Feet,Removal,Tent,40.813746,-73.947978,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,15th,East Façade,Exterior Window Frame Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,2nd,North Façade,Exterior Window Frame Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU3049MN24,02/14/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3784,10th. Avenue,Manhattan,10034,Dyckman Houses Bldg.#7,Residence,1080033,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,"8,9","Exterior Façade Elevations #10,11",Contaminated Shelf Angle as ACM,32,Square Feet,Removal,Exterior Vertical Surface,40.861412,-73.92117,12,10,299,1022160001,Marble Hill-Inwood
TRU0154BX25,02/28/2025 12:00:00 AM,02/17/2026 12:00:00 AM,Postponed,No,1129,Teller Avenue,Bronx,10456,"NYCHA 2413696 Claremont Rehab, Group 3, Bld. #5",Residence,2002280,02434,0074,,,,New York City Housing Authority (NYCHA),"P & K Contracting, Inc.",Genesis Environmental Consultants Inc.,No,Bs'mt,Exterior Facade - Elevations #5 - 8,Window Sill Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.830512,-73.912657,4,16,175,2024340074,East Concourse-Concourse Village
TRU0848BK23,06/05/2023 12:00:00 AM,04/29/2024 12:00:00 AM,Postponed,No,330,Dumont Avenue,Brooklyn,11212,"Tilden Houses, Bldg #2",Residence,3326543,03576,0001,,,,New York City Housing Authority (NYCHA),"Empire Control Abatement, Inc.",Genesis Environmental Consultants Inc.,No,3,Apartment G,Floor tile and mastic,4,Square Feet,Removal,DEP Variance,40.664292,-73.907984,16,41,912,3035760001,Brownsville
TRU3054MN24,02/11/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3758,10th Avenue,Manhattan,10034,Dyckman Houses Bldg.#6,Residence,1080032,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,1 - 10,"Exterior Façade Elevations #2,4,8,36",Contaminated Brick as ACM,240,Square Feet,Removal,Exterior Vertical Surface,40.860935,-73.921518,12,10,299,1022160001,Marble Hill-Inwood
TRU0150BX25,03/06/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1350,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #7",Residence,2092083,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,13,Exterior Facade - Elevations #2,Bricks Contam. with ACM Tar / Flashing at Spandrel,2,Square Feet,Removal,Exterior Vertical Surface,40.834096,-73.90532,3,16,14701,2029100001,Claremont-Bathgate
TRU1380BX24,11/25/2024 12:00:00 AM,10/16/2025 12:00:00 AM,Postponed,No,1720,Watson Avenue,Bronx,10472,"NYCHA Sotomayor Houses , Bld. #10",Residence,2092793,03723,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,1-7,"Exterior Façade Elevations #1,3,4,5",Exterior Window Frame Caulking,136,Square Feet,Removal,Exterior Vertical Surface,40.827279,-73.869258,9,18,44,2037230001,Soundview-Bruckner
TRU2263MN24,09/24/2024 12:00:00 AM,09/12/2025 12:00:00 AM,Postponed,No,1405,Park Avenue,Manhattan,10029,"NYCHA 2413060 Clinton, Bld. #5",Residence,1051954,01632,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,8,Exterior Facade - Elevations #1 - 16,Window Sills Contaminated with ACM Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.791797,-73.948703,11,8,166,1016320001,East Harlem South
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,16th,West Façade,Lintel Tar,12,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU0280BK20,04/13/2020 12:00:00 AM,02/12/2021 12:00:00 AM,Postponed,No,45,Fleet Walk,Brooklyn,11201,"NYCHA Ingersoll Houses, Bldg. 29, BW1832266",Residence,3257035,02050,0001,,,,New York City Housing Authority (NYCHA),"S & N Builders, Inc.","Warren & Panzer, Engineers, P.C.",No,2,Exterior Façade Elevations: 1 through 22,ACM Window Caulking,50,Square Feet,Removal,Exterior Vertical Surface,40.694687,-73.981713,2,35,15,3020500001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU0318BK25,03/05/2025 12:00:00 AM,02/20/2026 12:00:00 AM,Postponed,No,237,Nassau Street,Brooklyn,11201,"NYCHA 2413076 Farragut, Bld. #1",Residence,3325918,00090,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,9,Exterior Facade - Elevations #14 - 25,Bricks Contaminated with ACM Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.698343,-73.982203,2,35,23,3000900001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU2146MN24,11/04/2024 12:00:00 AM,08/29/2025 12:00:00 AM,Postponed,No,2140,Madison Avenue,Manhattan,10037,"Lincoln Houses, Building 14.",Residence,1081113,01757,0001,,,,New York City Housing Authority (NYCHA),T L D Services Inc,"Airtek Environmental, LLC",No,Main Roof,Bulkhead,"Flashing, Mastic on brick Wall",135,Square Feet,Removal,Exterior Vertical Surface,40.811608,-73.93638,11,9,210,1017570001,East Harlem North
TRU0146BX25,02/27/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,3673,3rd Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #10",Residence,2092079,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,13,Exterior Facade - Elevations #2,Window Sills Contaminated with ACM Caulking,5,Square Feet,Removal,Exterior Vertical Surface,40.834833,-73.903646,3,16,14701,2029100001,Claremont-Bathgate
TRU2146MN24,11/04/2024 12:00:00 AM,08/29/2025 12:00:00 AM,Postponed,No,2140,Madison Avenue,Manhattan,10037,"Lincoln Houses, Building 14.",Residence,1081113,01757,0001,,,,New York City Housing Authority (NYCHA),T L D Services Inc,"Airtek Environmental, LLC",No,1st,Canopy Roof,Horizontal Roof Flashing,90,Square Feet,Removal,Exterior Foam,40.811608,-73.93638,11,9,210,1017570001,East Harlem North
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,2nd,West Façade,Exterior Window Frame Caulking,18,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU2445BK24,01/29/2025 12:00:00 AM,12/09/2025 12:00:00 AM,Postponed,No,393,Dumont Avenue,Brooklyn,11212,"NYCHA Van Dyke, Bld. #12",Residence,3328045,03777,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,3,Exterior Façade Elevation #3,Exterior Window  Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.664767,-73.904901,16,41,910,3037770001,Brownsville
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,7th,North Façade,Exterior Window Frame Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU1997BK19,01/03/2020 12:00:00 AM,11/25/2020 12:00:00 AM,Postponed,No,130,Moore Street,Brooklyn,11206,"NYCHA BW1830617 Bushwick Houses, Building #8",Residence,3338434,03129,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,1,Exterior Facade - Elevations #1 - 26,Bricks Contaminated with ACM Caulking,4,Square Feet,Removal,Exterior Vertical Surface,40.703939,-73.940418,1,34,489,3031290001,Bushwick South
TRU1996BK19,12/30/2019 12:00:00 AM,11/25/2020 12:00:00 AM,Postponed,No,24,Humboldt Street,Brooklyn,11206,"NYCHA BW1830617 Bushwick Houses, Building #2",Residence,3338433,03129,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,3,Exterior Facade - Elevations #1 - 16,Bricks Contaminated with ACM Tar / Flashing,22,Square Feet,Removal,Exterior Vertical Surface,40.702194,-73.9406,1,34,489,3031290001,Bushwick South
TRU2620MN24,02/24/2025 12:00:00 AM,10/27/2025 12:00:00 AM,Postponed,No,3758,10th Avenue,Manhattan,10034,NYCHA Dyckman Houses Bldg 6,Residence,1080032,02216,0001,,,,New York City Housing Authority (NYCHA),"Abatement Unlimited, Inc.","Sound Environmental Associates, LLC",No,13,Elevator B Lobby,VAT & Mastic,5,Square Feet,Removal,DEP Variance,40.860935,-73.921518,12,10,299,1022160001,Marble Hill-Inwood
TRU2623MN24,11/11/2024 12:00:00 AM,10/27/2025 12:00:00 AM,Postponed,No,195,Nagle Avenue,Manhattan,10034,NYCHA Dyckman Houses Bldg 3,Residence,1080029,02216,0001,,,,New York City Housing Authority (NYCHA),"Abatement Unlimited, Inc.","Sound Environmental Associates, LLC",No,8,Elevator B Lobby,VAT & Mastic,5,Square Feet,Removal,DEP Variance,40.861982,-73.92365,12,10,299,1022160001,Marble Hill-Inwood
TRU2945MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,95,Old Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084130,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,11th,Southwest Façade,Lintel Tar,4,Square Feet,Removal,Exterior Vertical Surface,40.818146,-73.955374,9,7,219,1019840001,Manhattanville
TRU0146BX25,02/27/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,3673,3rd Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #10",Residence,2092079,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,15,"Exterior Facade - Elevations #4,5",Bricks Contaminated with ACM Caulking,4,Square Feet,Removal,Exterior Vertical Surface,40.834833,-73.903646,3,16,14701,2029100001,Claremont-Bathgate
TRU1599BX24,01/27/2025 12:00:00 AM,12/12/2025 12:00:00 AM,Postponed,No,1670,Watson Avenue,Bronx,10472,NYCHA Sotomayor HousesBld. #7,Residence,2092791,03723,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,2 & 3,Exterior Façade Elevation #17,Lintel Membrane/Mastic,36,Square Feet,Removal,Exterior Vertical Surface,40.827017,-73.871242,9,18,44,2037230001,Soundview-Bruckner
TRU0848BK23,06/05/2023 12:00:00 AM,04/29/2024 12:00:00 AM,Postponed,No,330,Dumont Avenue,Brooklyn,11212,"Tilden Houses, Bldg #2",Residence,3326543,03576,0001,,,,New York City Housing Authority (NYCHA),"Empire Control Abatement, Inc.",Genesis Environmental Consultants Inc.,No,9,Apartment D,Floor tile and mastic,3,Square Feet,Removal,DEP Variance,40.664292,-73.907984,16,41,912,3035760001,Brownsville
TRU3093MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,220,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 12,Residence,1081514,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,7th,Apt. 7H/A - Kitchen,Concealed Vertical Pipe Insulation,10,Linear Feet,Removal,Tent,40.813142,-73.946537,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,15th,East Façade,Lintel Tar,4,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU0193BX25,03/10/2025 12:00:00 AM,02/24/2026 12:00:00 AM,Postponed,No,1350,Washington Avenue,Bronx,10456,"NYCHA 2323701 Morris I, Bld. #7",Residence,2092083,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,"Airtek Environmental, LLC",No,Roof,Main Roof,Equipment Flashing,60,Square Feet,Removal,Exterior Foam,40.834096,-73.90532,3,16,14701,2029100001,Claremont-Bathgate
TRU0254SI24,12/16/2024 12:00:00 AM,10/23/2025 12:00:00 AM,Postponed,No,263,Westwood Avenue,Staten Island,10314,Building 4 Stairhall 8 NYCHA Todt Hill,Residence,5108965,00706,0001,,,,New York City Housing Authority (NYCHA),JVN Restoration Inc.,"Airtek Environmental, LLC",No,4,Apt. 4E Bathroom,Pipe Insulation Debris,1,Square Feet,Removal,Tent,40.606549,-74.118926,2,49,173,5007060001,New Springville-Bloomfield-Travis
TRU3054MN24,02/11/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3758,10th Avenue,Manhattan,10034,Dyckman Houses Bldg.#6,Residence,1080032,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,7,Exterior Façade Elevation #7,Tar/Flashing as ACM,66,Square Feet,Removal,Exterior Vertical Surface,40.860935,-73.921518,12,10,299,1022160001,Marble Hill-Inwood
